time,open,high,low,close,volume,spread
2022-05-11T11:21:15.080Z,1.36001,1.36577,1.348,1.35626,1754,2
2022-05-12T11:21:15.080Z,1.35584,1.35753,1.35011,1.35289,1490,2
2022-05-13T11:21:15.080Z,1.35301,1.37715,1.34749,1.36042,1392,2
2022-05-14T11:21:15.080Z,1.3592,1.3692,1.35687,1.3667,2029,2
2022-05-15T11:21:15.080Z,1.36548,1.36976,1.36287,1.36712,1178,2
2022-05-16T11:21:15.080Z,1.36686,1.3737,1.35802,1.37011,1705,2
2022-05-17T11:21:15.080Z,1.37117,1.37552,1.3629,1.36838,1576,2
2022-05-18T11:21:15.080Z,1.36759,1.40341,1.3454,1.37762,1263,2
2022-05-19T11:21:15.080Z,1.37826,1.38528,1.35752,1.36945,1489,2
2022-05-20T11:21:15.080Z,1.36999,1.4165,1.32603,1.35208,2358,2
2022-05-21T11:21:15.080Z,1.35291,1.36488,1.3194,1.34273,2059,2
2022-05-22T11:21:15.080Z,1.34317,1.34482,1.33427,1.33753,1287,2
2022-05-23T11:21:15.080Z,1.33845,1.35591,1.32036,1.34835,1636,2
2022-05-24T11:21:15.080Z,1.34772,1.35029,1.34584,1.34845,1269,2
2022-05-25T11:21:15.080Z,1.34831,1.35395,1.34383,1.35155,1528,2
2022-05-26T11:21:15.080Z,1.35143,1.36397,1.3472,1.35598,1566,2
2022-05-27T11:21:15.080Z,1.35504,1.35814,1.35311,1.35704,1243,2
2022-05-28T11:21:15.080Z,1.35726,1.40477,1.33061,1.37092,1709,2
2022-05-29T11:21:15.080Z,1.37135,1.38441,1.36545,1.37872,1201,2
2022-05-30T11:21:15.080Z,1.37907,1.39238,1.36844,1.38945,1478,2
2022-05-31T11:21:15.080Z,1.38849,1.39583,1.38023,1.38522,1386,2
2022-06-01T11:21:15.080Z,1.38506,1.42902,1.3367,1.36684,2178,2
2022-06-02T11:21:15.080Z,1.36603,1.37076,1.36262,1.36942,1424,2
2022-06-03T11:21:15.080Z,1.36872,1.37661,1.35648,1.36188,1845,2
2022-06-04T11:21:15.080Z,1.36078,1.36729,1.35724,1.36422,1842,2
2022-06-05T11:21:15.080Z,1.36409,1.36886,1.35837,1.367,1469,2
2022-06-06T11:21:15.080Z,1.36683,1.38387,1.34825,1.37787,2074,2
2022-06-07T11:21:15.080Z,1.37693,1.38363,1.36372,1.36876,1554,2
2022-06-08T11:21:15.080Z,1.36803,1.37138,1.36705,1.36932,1346,2
2022-06-09T11:21:15.080Z,1.36939,1.37382,1.34986,1.36137,1716,2
2022-06-10T11:21:15.080Z,1.36035,1.36187,1.35236,1.35334,1813,2
2022-06-11T11:21:15.080Z,1.35382,1.36955,1.3497,1.36665,1508,2
2022-06-12T11:21:15.080Z,1.36765,1.38573,1.34436,1.36098,2015,2
2022-06-13T11:21:15.080Z,1.35995,1.36904,1.33448,1.3465,1757,2
2022-06-14T11:21:15.080Z,1.34663,1.36739,1.33559,1.36115,1518,2
2022-06-15T11:21:15.080Z,1.36067,1.36508,1.35809,1.36208,1194,2
