time,open,high,low,close,volume,spread
2026-06-03T20:21:15.066Z,1.36014,1.3639,1.35744,1.36118,1850,2
2026-06-03T20:36:15.066Z,1.36117,1.36236,1.35956,1.36061,1404,2
2026-06-03T20:51:15.066Z,1.36043,1.36273,1.36002,1.36177,1718,2
2026-06-03T21:06:15.066Z,1.36162,1.36305,1.36085,1.36197,1298,2
2026-06-03T21:21:15.066Z,1.36185,1.36272,1.36027,1.36091,1895,2
2026-06-03T21:36:15.066Z,1.36081,1.36273,1.35733,1.35915,2055,2
2026-06-03T21:51:15.066Z,1.35935,1.3617,1.3578,1.36013,1615,2
2026-06-03T22:06:15.066Z,1.36022,1.36498,1.35754,1.36251,1725,2
2026-06-03T22:21:15.066Z,1.36239,1.36294,1.36191,1.3624,1097,2
2026-06-03T22:36:15.066Z,1.3623,1.36308,1.36108,1.36164,1662,2
2026-06-03T22:51:15.066Z,1.36166,1.3687,1.35879,1.36394,2137,2
2026-06-03T23:06:15.066Z,1.36391,1.36683,1.36253,1.36558,1852,2
2026-06-03T23:21:15.066Z,1.36568,1.3688,1.36308,1.36783,1640,2
2026-06-03T23:36:15.066Z,1.36772,1.37778,1.36477,1.37013,1688,2
2026-06-03T23:51:15.066Z,1.37031,1.37058,1.36876,1.36925,1746,2
2026-06-04T00:06:15.066Z,1.36926,1.36971,1.36808,1.36877,1201,2
2026-06-04T00:21:15.066Z,1.36892,1.37395,1.36068,1.36594,2253,2
2026-06-04T00:36:15.066Z,1.36579,1.36705,1.36535,1.36627,1754,2
2026-06-04T00:51:15.066Z,1.36624,1.36734,1.36363,1.36531,1958,2
2026-06-04T01:06:15.066Z,1.36528,1.36695,1.3605,1.36369,1809,2
2026-06-04T01:21:15.066Z,1.36389,1.36448,1.36339,1.36422,1817,2
2026-06-04T01:36:15.066Z,1.36412,1.36487,1.36366,1.3645,1496,2
2026-06-04T01:51:15.066Z,1.36454,1.36551,1.3624,1.36292,2000,2
2026-06-04T02:06:15.066Z,1.36302,1.3633,1.36129,1.36189,1596,2
2026-06-04T02:21:15.066Z,1.36199,1.36247,1.36155,1.36179,1629,2
2026-06-04T02:36:15.066Z,1.36166,1.36254,1.36139,1.36231,1124,2
2026-06-04T02:51:15.066Z,1.36209,1.36503,1.35035,1.35804,2021,2
2026-06-04T03:06:15.066Z,1.35803,1.35866,1.35535,1.35614,1947,2
2026-06-04T03:21:15.066Z,1.35613,1.36076,1.35204,1.35789,2093,2
2026-06-04T03:36:15.066Z,1.35794,1.35831,1.35734,1.35795,1077,2
2026-06-04T03:51:15.066Z,1.35774,1.36147,1.35059,1.35351,2559,2
2026-06-04T04:06:15.066Z,1.3533,1.35629,1.35181,1.35574,1870,2
2026-06-04T04:21:15.066Z,1.35559,1.35932,1.35497,1.35826,2270,2
2026-06-04T04:36:15.066Z,1.35836,1.35954,1.35437,1.35707,1443,2
2026-06-04T04:51:15.066Z,1.35715,1.3622,1.34974,1.35245,2270,2
2026-06-04T05:06:15.066Z,1.35232,1.35443,1.34882,1.35078,1989,2
2026-06-04T05:21:15.066Z,1.35059,1.35114,1.34962,1.3502,1310,2
2026-06-04T05:36:15.066Z,1.35012,1.35105,1.34987,1.35083,1753,2
2026-06-04T05:51:15.066Z,1.35095,1.35162,1.35045,1.35108,1314,2
2026-06-04T06:06:15.066Z,1.35117,1.35298,1.34686,1.34978,1260,2
2026-06-04T06:21:15.066Z,1.34965,1.35031,1.34764,1.34854,1953,2
2026-06-04T06:36:15.066Z,1.34851,1.34978,1.3473,1.34898,1479,2
2026-06-04T06:51:15.066Z,1.34903,1.35289,1.34791,1.35201,1557,2
2026-06-04T07:06:15.066Z,1.35216,1.35232,1.35155,1.35202,1677,2
2026-06-04T07:21:15.066Z,1.35217,1.35259,1.35189,1.35244,1265,2
2026-06-04T07:36:15.066Z,1.35229,1.35349,1.34968,1.35078,1308,2
2026-06-04T07:51:15.066Z,1.3508,1.35231,1.3475,1.34954,1146,2
2026-06-04T08:06:15.066Z,1.34933,1.35635,1.34178,1.34566,2302,2
2026-06-04T08:21:15.066Z,1.34563,1.34612,1.34542,1.34592,1393,2
2026-06-04T08:36:15.066Z,1.34601,1.35437,1.3371,1.34951,1709,2
2026-06-04T08:51:15.066Z,1.34934,1.35279,1.34852,1.35057,1279,2
2026-06-04T09:06:15.066Z,1.35056,1.35181,1.34807,1.34951,1319,2
2026-06-04T09:21:15.066Z,1.34936,1.3526,1.34764,1.35124,1599,2
2026-06-04T09:36:15.066Z,1.35124,1.35182,1.34953,1.34992,1298,2
2026-06-04T09:51:15.066Z,1.35006,1.35174,1.34746,1.34915,1758,2
2026-06-04T10:06:15.066Z,1.3491,1.35164,1.34602,1.34749,1611,2
2026-06-04T10:21:15.066Z,1.34769,1.35557,1.34605,1.35057,2101,2
2026-06-04T10:36:15.066Z,1.35036,1.352,1.34657,1.3491,1920,2
2026-06-04T10:51:15.066Z,1.34919,1.3552,1.34489,1.35225,1658,2
2026-06-04T11:06:15.066Z,1.35223,1.35255,1.35144,1.35175,1486,2
2026-06-04T11:21:15.066Z,1.35169,1.35264,1.34963,1.35029,1542,2
2026-06-04T11:36:15.066Z,1.35031,1.35101,1.34865,1.34987,1202,2
