time,open,high,low,close,volume,spread
2022-05-11T11:21:15.167Z,78,78.32,77.69,78.12,1119,5
2022-05-12T11:21:15.167Z,78.16,78.31,77.96,78.09,1333,5
2022-05-13T11:21:15.167Z,78.06,78.13,77.94,78.01,989,5
2022-05-14T11:21:15.167Z,78.06,78.38,77.85,78.18,1412,5
2022-05-15T11:21:15.167Z,78.14,78.4,77.96,78.28,1676,5
2022-05-16T11:21:15.167Z,78.34,78.45,78.26,78.37,1343,5
2022-05-17T11:21:15.167Z,78.43,80.28,77.78,79.23,2064,5
2022-05-18T11:21:15.167Z,79.25,79.4,78.96,79.03,1833,5
2022-05-19T11:21:15.167Z,79,80.38,77.71,78.39,1677,5
2022-05-20T11:21:15.167Z,78.46,78.78,78.32,78.62,1134,5
2022-05-21T11:21:15.167Z,78.68,80.02,78.02,79.1,1961,5
2022-05-22T11:21:15.167Z,79.16,79.59,79.03,79.3,1471,5
2022-05-23T11:21:15.167Z,79.23,79.66,77.25,77.88,1853,5
2022-05-24T11:21:15.167Z,77.88,78.6,76.95,77.33,1607,5
2022-05-25T11:21:15.167Z,77.37,78.69,76.03,76.7,1850,5
2022-05-26T11:21:15.167Z,76.76,77.69,76.3,77.19,1777,5
2022-05-27T11:21:15.167Z,77.21,78.4,76.9,77.68,1863,5
2022-05-28T11:21:15.167Z,77.63,78.08,76.84,77.12,1726,5
2022-05-29T11:21:15.167Z,77.18,78.76,76.57,78.14,1758,5
2022-05-30T11:21:15.167Z,78.13,78.38,77.78,77.95,1244,5
2022-05-31T11:21:15.167Z,77.89,80.15,76.23,77.05,2016,5
2022-06-01T11:21:15.167Z,77.05,79.42,76.44,78.75,2442,5
2022-06-02T11:21:15.167Z,78.69,79.87,77.65,79.39,1583,5
2022-06-03T11:21:15.167Z,79.4,82.08,77.87,80.18,1469,5
2022-06-04T11:21:15.167Z,80.16,81.28,79.73,80.8,1619,5
2022-06-05T11:21:15.167Z,80.77,81.65,79.2,80.06,2166,5
2022-06-06T11:21:15.167Z,80.08,80.24,79.67,79.83,1282,5
2022-06-07T11:21:15.167Z,79.88,81,79.4,80.24,1936,5
2022-06-08T11:21:15.167Z,80.21,82.46,76.58,79.23,1730,5
2022-06-09T11:21:15.167Z,79.25,79.95,78.16,78.45,1915,5
2022-06-10T11:21:15.167Z,78.5,78.77,78.02,78.25,1557,5
2022-06-11T11:21:15.167Z,78.29,79.01,77.71,78.7,1983,5
2022-06-12T11:21:15.167Z,78.77,80.6,77.71,79.28,1812,5
2022-06-13T11:21:15.167Z,79.27,81.17,78.99,80.36,2362,5
